HIP,Fe,Li,Be,C,N,O,Na,Mg,Al,Si,P,S,K,Ca,CaII,Sc,ScII,Ti,TiII,V,VII,Cr,CrII,Mn,Co,Ni,Cu,Zn,Sr,SrII,Y,YII,Zr,ZrII,Mo,Ru,BaII,La,LaII,Ce,CeII,Pr,Nd,Sm,Eu,EuII,Gd,Dy,Hf,Pb
47225,-0.21,-99.99,-99.99,0.1,-99.99,-0.12,-0.05,0.1,0.05,0.04,-99.99,-99.99,-99.99,0.12,-99.99,0.07,0.09,0.12,0.15,-0.01,-99.99,-0.01,-0.3,-0.3,-0.02,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
48141,-0.19,-99.99,-99.99,0.11,-99.99,-0.11,-0.05,0.01,0.01,0.02,-99.99,-99.99,-99.99,0.07,-99.99,0.03,-0.03,0.1,0.05,0.07,-99.99,0.04,-0.29,-0.22,-0.05,-0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
48235,-0.06,-99.99,-99.99,0.23,-99.99,-0.2,0.06,0.05,0.1,0.06,-99.99,-99.99,-99.99,0.02,-99.99,0.13,0,0.16,0.01,0.32,-99.99,0.05,-0.35,-0.06,0.09,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
48754,-0.24,-99.99,-99.99,0.05,-99.99,-0.23,-0.01,0.06,0.05,0.04,-99.99,-99.99,-99.99,0.11,-99.99,0.05,0,0.14,0.07,0.09,-99.99,0.04,-0.28,-0.17,-0.01,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
49769,-0.13,-99.99,-99.99,0.18,-99.99,-0.12,0.06,0.11,0.07,0.04,-99.99,-99.99,-99.99,0.1,-99.99,0.09,0.12,0.12,0.15,0.02,-99.99,0.01,-0.29,-0.24,0.02,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
50032,-0.1,-99.99,-99.99,0.05,-99.99,-0.24,-0.04,0.01,0.02,0.02,-99.99,-99.99,-99.99,0.09,-99.99,0.05,-0.03,0.13,-0.01,0.22,-99.99,0.04,-0.31,-0.11,0.03,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
50075,-0.01,-99.99,-99.99,0.1,-99.99,-0.22,-0.02,-0.02,-0.08,0,-99.99,-99.99,-99.99,0.04,-99.99,0.04,-0.01,0.04,0.04,-0.05,-99.99,0.01,-0.31,-0.22,-0.05,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
50534,0.13,-99.99,-99.99,0.01,-99.99,-0.29,-0.03,0,-0.02,0,-99.99,-99.99,-99.99,0.05,-99.99,0.05,0.04,0.08,0.01,0.04,-99.99,0.04,-0.33,-0.1,0.01,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
50921,-0.23,-99.99,-99.99,0.06,-99.99,-0.14,0,0.09,0.09,0.04,-99.99,-99.99,-99.99,0.09,-99.99,0.07,0.07,0.15,0.12,0.06,-99.99,0.02,-0.3,-0.19,0.04,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
51257,0.25,-99.99,-99.99,0.11,-99.99,-0.22,0.14,0.06,0.09,0.06,-99.99,-99.99,-99.99,-0.05,-99.99,0.14,0.09,0.11,0.03,0.24,-99.99,0.02,-0.39,-0.01,0.21,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
51297,-0.35,-99.99,-99.99,0.2,-99.99,-0.06,0.03,0.1,0.15,0.08,-99.99,-99.99,-99.99,0.06,-99.99,0.11,0.03,0.19,0.08,0.24,-99.99,0.02,-0.31,-0.15,0.09,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
52316,0.05,-99.99,-99.99,0.03,-99.99,-0.1,0.02,0.06,0.04,0.02,-99.99,-99.99,-99.99,0.03,-99.99,0.08,0.04,0.14,0.06,0.26,-99.99,0.02,-0.31,0,0.12,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
52369,-0.09,-99.99,-99.99,0.04,-99.99,-0.2,-0.02,0.03,-0.01,0.01,-99.99,-99.99,-99.99,0.08,-99.99,0.05,0.02,0.1,0.08,0.01,-99.99,0.02,-0.32,-0.19,-0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
52676,0.03,-99.99,-99.99,0.09,-99.99,-0.19,0.04,0.02,0,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.05,0.07,0.06,0.08,-0.01,-99.99,0.01,-0.32,-0.15,0,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
53087,0.05,-99.99,-99.99,0.11,-99.99,-0.28,0.04,0.03,0.03,0.02,-99.99,-99.99,-99.99,0.04,-99.99,0.04,0.03,0.07,0.02,0.04,-99.99,0.02,-0.32,-0.05,0.05,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
53818,0.17,-99.99,-99.99,0.05,-99.99,-0.2,0.02,-0.02,-0.07,0,-99.99,-99.99,-99.99,0.06,-99.99,0.1,0.04,0.06,0.07,-0.03,-99.99,0,-0.3,-0.17,-0.02,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
53837,-0.14,-99.99,-99.99,0.1,-99.99,-0.15,0,0.01,0,0.01,-99.99,-99.99,-99.99,0.08,-99.99,0.06,0.02,0.11,0.09,0,-99.99,0.03,-0.31,-0.19,-0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
54287,0.11,-99.99,-99.99,0.09,-99.99,-0.25,0.03,0.07,0.07,0.03,-99.99,-99.99,-99.99,0.04,-99.99,0.07,0.08,0.08,0.06,0.04,-99.99,0.02,-0.36,-0.1,0.07,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
54400,-0.17,-99.99,-99.99,0.15,-99.99,-0.06,0.01,0.07,0.04,0.03,-99.99,-99.99,-99.99,0.09,-99.99,0.07,0.07,0.09,0.13,-0.02,-99.99,0.01,-0.3,-0.23,-0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
54582,-0.06,-99.99,-99.99,0.11,-99.99,-0.17,-0.01,0.06,0.03,0.03,-99.99,-99.99,-99.99,0.07,-99.99,0.03,0.08,0.09,0.1,0.01,-99.99,0,-0.29,-0.21,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
54704,-0.05,-99.99,-99.99,0.12,-99.99,-0.12,0.02,0.13,0.15,0.06,-99.99,-99.99,-99.99,0.09,-99.99,0.12,0.09,0.19,0.1,0.19,-99.99,0.03,-0.34,-0.11,0.12,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
55013,-0.41,-99.99,-99.99,0.16,-99.99,0.04,0.06,0.1,0.21,0.06,-99.99,-99.99,-99.99,0.09,-99.99,0.12,0.08,0.14,0.13,0.02,-99.99,0.02,-0.27,-0.23,0.02,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
55210,-0.25,-99.99,-99.99,0.12,-99.99,-0.13,0.03,0.11,0.12,0.06,-99.99,-99.99,-99.99,0.09,-99.99,0.09,0.02,0.18,0.09,0.14,-99.99,0.04,-0.29,-0.12,0.07,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
55235,0.11,-99.99,-99.99,0.11,-99.99,-0.21,0.05,0.04,0.04,0.03,-99.99,-99.99,-99.99,0.02,-99.99,0.08,0,0.11,-0.07,0.25,-99.99,0.04,-0.36,-0.01,0.11,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
56363,0.4,-99.99,-99.99,0.04,-99.99,-0.28,0.13,0.02,0.1,0.04,-99.99,-99.99,-99.99,-0.04,-99.99,0.19,0.19,0.15,0.05,0.32,-99.99,0.03,-0.3,0.04,0.3,0.12,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
57443,-0.28,-99.99,-99.99,0.24,-99.99,0.04,0.06,0.09,0.13,0.11,-99.99,-99.99,-99.99,0.14,-99.99,0.17,0.13,0.18,0.15,0.08,-99.99,0.02,-0.29,-0.27,0.07,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
57507,-0.28,-99.99,-99.99,0.17,-99.99,-0.11,0.05,0.12,0.11,0.06,-99.99,-99.99,-99.99,0.11,-99.99,0.09,0.05,0.15,0.1,0.07,-99.99,0.03,-0.29,-0.18,0.04,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
58558,0.03,-99.99,-99.99,0.19,-99.99,-0.15,0.09,0.12,0.14,0.06,-99.99,-99.99,-99.99,0.06,-99.99,0.12,0.09,0.17,0.09,0.16,-99.99,0.02,-0.36,-0.07,0.13,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
58950,-0.18,-99.99,-99.99,0.13,-99.99,-0.19,0.03,0.09,0.06,0.04,-99.99,-99.99,-99.99,0.06,-99.99,0.07,0.06,0.11,0.09,0.03,-99.99,0.02,-0.32,-0.22,0.03,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
59380,-0.5,-99.99,-99.99,0.5,-99.99,0,0.08,0.1,-0.01,0.08,-99.99,-99.99,-99.99,0.1,-99.99,0.08,0.15,0.13,0.15,0.01,-99.99,-0.01,-0.31,-0.3,0.01,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
59532,0.15,-99.99,-99.99,0.07,-99.99,-0.16,0.04,0.02,0.04,0.02,-99.99,-99.99,-99.99,0.02,-99.99,0.07,0.08,0.08,0.07,0.06,-99.99,0.02,-0.34,-0.05,0.07,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
60729,0.13,-99.99,-99.99,0.15,-99.99,-0.16,0.05,0.05,0.04,0.03,-99.99,-99.99,-99.99,0.03,-99.99,0.07,0.09,0.06,0.11,0.02,-99.99,0.02,-0.31,-0.09,0.06,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
61291,-0.3,-99.99,-99.99,0.24,-99.99,-0.03,0.01,0.09,0.16,0.04,-99.99,-99.99,-99.99,0.09,-99.99,0.18,0.03,0.23,0.06,0.33,-99.99,0.05,-0.3,-0.17,0.08,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
61379,0.34,-99.99,-99.99,0.03,-99.99,-0.25,0.14,-0.04,0.02,0.01,-99.99,-99.99,-99.99,-0.01,-99.99,0.1,0.12,0.06,0.06,0.07,-99.99,0.01,-0.36,-0.03,0.12,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
62345,0.28,-99.99,-99.99,0.09,-99.99,-0.2,0.1,0.01,0.05,0.02,-99.99,-99.99,-99.99,-0.01,-99.99,0.11,0.12,0.08,0.05,0.08,-99.99,0.03,-0.36,-0.02,0.12,0.09,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
64109,-0.16,-99.99,-99.99,0.07,-99.99,-0.23,0,0.01,0.06,0.02,-99.99,-99.99,-99.99,0.08,-99.99,0.04,0.01,0.13,0.09,0.08,-99.99,0.04,-0.28,-0.15,0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
64408,0.2,-99.99,-99.99,0.06,-99.99,-0.23,0.11,0.03,0.04,0.03,-99.99,-99.99,-99.99,0.03,-99.99,0.08,0.09,0.05,0.08,0.05,-99.99,0.02,-0.32,-0.02,0.09,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
64475,0.22,-99.99,-99.99,0.26,-99.99,-0.17,0.2,0.05,0.23,0.1,-99.99,-99.99,-99.99,-0.06,-99.99,0.33,0.12,0.18,0.03,0.44,-99.99,0.04,-0.34,-0.03,0.3,0.11,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
64550,-0.22,-99.99,-99.99,0.1,-99.99,0.1,-0.02,0.09,0.06,0.04,-99.99,-99.99,-99.99,0.1,-99.99,0.07,0.05,0.12,0.12,0.01,-99.99,0.01,-0.3,-0.24,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
65036,0.36,-99.99,-99.99,0.11,-99.99,-0.27,0.12,0.04,0.06,0.02,-99.99,-99.99,-99.99,-0.04,-99.99,0.12,0.16,0.07,0.12,0.1,-99.99,0.01,-0.34,-0.04,0.16,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
64924,-0.01,-99.99,-99.99,0.03,-99.99,-0.2,0,0.07,0.08,0.03,-99.99,-99.99,-99.99,0.09,-99.99,0.08,0.05,0.12,0.08,0.09,-99.99,0.03,-0.31,-0.08,0.06,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
65302,-0.16,-99.99,-99.99,0.07,-99.99,-0.25,0,0.03,0.01,0.02,-99.99,-99.99,-99.99,0.06,-99.99,0.05,0,0.08,0.06,0.03,-99.99,0.02,-0.33,-0.17,-0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
65737,-0.28,-99.99,-99.99,0.18,-99.99,-0.13,0.02,0.15,0.08,0.08,-99.99,-99.99,-99.99,0.13,-99.99,0.13,0.12,0.15,0.18,0.01,-99.99,0.01,-0.29,-0.31,0,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
67069,-0.14,-99.99,-99.99,0.14,-99.99,-0.1,0.04,0.03,-0.04,0.05,-99.99,-99.99,-99.99,0.09,-99.99,0.09,0.04,0.08,0.09,-0.02,-99.99,0.01,-0.31,-0.24,-0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
67237,-0.06,-99.99,-99.99,0.19,-99.99,-0.17,-0.01,0.02,0.07,0.04,-99.99,-99.99,-99.99,0.11,-99.99,0.1,0,0.15,0.02,0.29,-99.99,0.03,-0.3,-0.1,0.06,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
69090,-0.11,-99.99,-99.99,0.16,-99.99,-0.11,0.05,0.04,0,0.05,-99.99,-99.99,-99.99,0.09,-99.99,0.07,0.1,0.08,0.13,-0.01,-99.99,0.01,-0.3,-0.18,0.01,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
68936,0.2,-99.99,-99.99,0.2,-99.99,-0.19,0.01,0.14,0.15,0.1,-99.99,-99.99,-99.99,0,-99.99,0.18,0.13,0.17,0.03,0.3,-99.99,0.03,-0.36,-0.02,0.22,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
69357,-0.16,-99.99,-99.99,0.11,-99.99,-0.14,-0.03,-0.01,0.06,0.04,-99.99,-99.99,-99.99,0.03,-99.99,0.12,0,0.16,0.04,0.26,-99.99,0.04,-0.33,-0.18,0.04,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
69414,-0.12,-99.99,-99.99,0.18,-99.99,-0.13,0.05,0.1,0.1,0.06,-99.99,-99.99,-99.99,0.08,-99.99,0.09,0.08,0.14,0.08,0.12,-99.99,0.04,-0.33,-0.09,0.08,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
69570,-0.26,-99.99,-99.99,0.08,-99.99,-0.15,-0.01,0.06,0.03,0.03,-99.99,-99.99,-99.99,0.09,-99.99,0.03,0.01,0.11,0.08,0.04,-99.99,0.02,-0.28,-0.21,0,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
69881,0.28,-99.99,-99.99,0.03,-99.99,-0.26,0.02,0.03,0.01,0.02,-99.99,-99.99,-99.99,0,-99.99,0.07,0.04,0.04,0.03,0.06,-99.99,0,-0.35,-0.05,0.09,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
70016,-0.17,-99.99,-99.99,0.24,-99.99,-0.14,0.02,0.06,0.12,0.03,-99.99,-99.99,-99.99,0.05,-99.99,0.16,0.04,0.19,0.07,0.33,-99.99,0.03,-0.31,-0.12,0.12,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
70459,0.07,-99.99,-99.99,0.05,-99.99,-0.25,-0.01,-0.02,-0.05,0,-99.99,-99.99,-99.99,0.06,-99.99,0.07,0.02,0.05,0.05,-0.03,-99.99,0.02,-0.34,-0.18,-0.04,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
70695,-0.09,-99.99,-99.99,0.15,-99.99,-0.15,0.06,0.06,0.08,0.04,-99.99,-99.99,-99.99,0.07,-99.99,0.08,0.05,0.1,0.06,0.05,-99.99,0.03,-0.25,-0.1,0.06,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
71735,-0.37,-99.99,-99.99,0.16,-99.99,-0.11,0.05,0.13,0.12,0.07,-99.99,-99.99,-99.99,0.12,-99.99,0.09,0.1,0.18,0.14,0.05,-99.99,0.04,-0.27,-0.23,0.06,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
73547,-0.36,-99.99,-99.99,0.14,-99.99,-0.15,0.04,0.08,0.06,0.04,-99.99,-99.99,-99.99,0.11,-99.99,0.06,0.04,0.15,0.09,0.09,-99.99,0.04,-0.27,-0.18,0.03,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
74273,0.15,-99.99,-99.99,0.05,-99.99,-0.32,0.03,0.02,-0.01,-0.01,-99.99,-99.99,-99.99,0.04,-99.99,0.07,0.06,0.06,0.05,0.01,-99.99,0,-0.34,-0.13,0.02,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
